src,dst,src_name,dst_name,start_I,finish_I,duration_intervals,pred,path_nodes
3,8,TIROS 1,TRANSIT 4A,3,6,4,15,3->15->8
3,9,TIROS 1,SOLRAD 3/INJUN 1,13,16,4,11,3->11->9
3,10,TIROS 1,TIROS 3,0,5,6,15,3->15->10
3,11,TIROS 1,TRANSIT 4B,0,1,2,3,3->11
3,12,TIROS 1,TRAAC,13,16,4,11,3->11->12
3,13,TIROS 1,TIROS 4,0,1,2,3,3->13
3,14,TIROS 1,TIROS 5,12,13,2,3,3->14
3,15,TIROS 1,FTV 3502,0,1,2,3,3->15
3,16,TIROS 1,TIROS 6,0,3,4,15,3->15->16
3,17,TIROS 1,ALOUETTE 1 (S-27),0,1,2,3,3->17
3,18,TIROS 1,ANNA 1B,0,3,4,35,3->35->18
3,19,TIROS 1,EXPLORER 16,58,59,2,3,3->19
3,20,TIROS 1,TRANSIT 5B-1,9,15,7,15,3->15->20
3,21,TIROS 1,RADIATION SAT (5E 1),3,10,8,8,3->15->8->21
3,22,TIROS 1,TRANSIT 5B-2,10,13,4,17,3->17->22
3,23,TIROS 1,TRANSIT 5E 3,10,11,2,3,3->23
3,24,TIROS 1,TIROS 8,0,9,10,15,3->15->24
3,25,TIROS 1,GGSE 1 (GGRS),8,13,6,29,3->29->25
3,26,TIROS 1,SECOR 1B,0,3,4,13,3->13->26
3,27,TIROS 1,SOLRAD 7A,0,7,8,15,3->15->27
3,28,TIROS 1,GREB,4,11,8,15,3->15->28
3,29,TIROS 1,OPS 3367 A,3,4,2,3,3->29
3,30,TIROS 1,OPS 3367 B,12,13,2,3,3->30
3,31,TIROS 1,OPS 4412 (TRANSIT 9),0,1,2,3,3->31
3,32,TIROS 1,OPS 4467 A,11,12,2,3,3->32
3,33,TIROS 1,OPS 4467 B,4,11,8,15,3->15->33
3,34,TIROS 1,EXPLORER 20,5,10,6,18,3->35->18->34
3,35,TIROS 1,COSMOS 44,0,1,2,3,3->35
3,36,TIROS 1,OPS 5798 (TRANSIT 5B-4),14,17,4,17,3->17->36
3,37,TIROS 1,EXPLORER 22,0,1,2,3,3->37
3,38,TIROS 1,CALSPHERE 1,8,11,4,17,3->17->38
3,39,TIROS 1,CALSPHERE 2,12,13,2,3,3->39
3,40,TIROS 1,EXPLORER 25 (INJUN-4),0,3,4,35,3->35->40
3,41,TIROS 1,OPS 6582 (TRANSIT 5E-5),0,1,2,3,3->41
3,42,TIROS 1,OPS 6582 (TRANSIT 5B-5),3,4,2,3,3->42
3,43,TIROS 1,TIROS 9,19,20,2,3,3->43
3,44,TIROS 1,SECOR 3,58,61,4,15,3->15->44
3,45,TIROS 1,GGSE 2,0,1,2,3,3->45
3,46,TIROS 1,OPS 4988 (GREB 6),18,25,8,0,3->13->0->46
3,47,TIROS 1,PORCUPINE 1,1,4,4,37,3->37->47
3,48,TIROS 1,SOLRAD 7B,18,23,6,8,3->15->8->48
3,49,TIROS 1,GGSE 3,4,9,6,41,3->41->49
4,0,TRANSIT 2A,VANGUARD 2,15,18,4,47,4->47->0
4,1,TRANSIT 2A,VANGUARD 3,48,53,6,14,4->47->14->1
4,2,TRANSIT 2A,EXPLORER 7,0,1,2,4,4->2
4,3,TRANSIT 2A,TIROS 1,10,17,8,11,4->40->11->3
4,5,TRANSIT 2A,SOLRAD 1 (GREB),0,5,6,2,4->2->5
4,6,TRANSIT 2A,COURIER 1B,21,27,7,8,4->8->6
4,7,TRANSIT 2A,EXPLORER 11,16,20,5,29,4->29->7
4,8,TRANSIT 2A,TRANSIT 4A,20,21,2,4,4->8
4,9,TRANSIT 2A,SOLRAD 3/INJUN 1,17,22,6,26,4->26->9
4,10,TRANSIT 2A,TIROS 3,25,31,7,23,4->23->10
4,11,TRANSIT 2A,TRANSIT 4B,10,15,6,40,4->40->11
4,12,TRANSIT 2A,TRAAC,10,17,8,40,4->40->12
4,13,TRANSIT 2A,TIROS 4,16,23,8,26,4->26->13
4,14,TRANSIT 2A,TIROS 5,18,21,4,47,4->47->14
4,15,TRANSIT 2A,FTV 3502,1,10,10,5,4->2->5->15
4,16,TRANSIT 2A,TIROS 6,26,33,8,22,4->22->16
4,17,TRANSIT 2A,ALOUETTE 1 (S-27),18,27,10,35,4->40->35->17
4,18,TRANSIT 2A,ANNA 1B,59,60,2,4,4->18
4,19,TRANSIT 2A,EXPLORER 16,10,21,12,40,4->40->19
4,20,TRANSIT 2A,TRANSIT 5B-1,1,8,8,24,4->2->24->20
4,21,TRANSIT 2A,RADIATION SAT (5E 1),0,5,6,2,4->2->21
4,22,TRANSIT 2A,TRANSIT 5B-2,24,25,2,4,4->22
4,23,TRANSIT 2A,TRANSIT 5E 3,20,21,2,4,4->23
4,24,TRANSIT 2A,TIROS 8,1,6,6,2,4->2->24
4,25,TRANSIT 2A,GGSE 1 (GGRS),0,1,2,4,4->25
4,26,TRANSIT 2A,SECOR 1B,14,15,2,4,4->26
4,27,TRANSIT 2A,SOLRAD 7A,1,8,8,2,4->2->27
4,28,TRANSIT 2A,GREB,25,29,5,49,4->49->28
4,29,TRANSIT 2A,OPS 3367 A,11,12,2,4,4->29
4,30,TRANSIT 2A,OPS 3367 B,22,23,2,4,4->30
4,31,TRANSIT 2A,OPS 4412 (TRANSIT 9),28,35,8,0,4->47->0->31
4,32,TRANSIT 2A,OPS 4467 A,59,62,4,18,4->18->32
4,33,TRANSIT 2A,OPS 4467 B,47,50,4,29,4->29->33
4,34,TRANSIT 2A,EXPLORER 20,12,13,2,4,4->34
4,35,TRANSIT 2A,COSMOS 44,10,15,6,40,4->40->35
4,36,TRANSIT 2A,OPS 5798 (TRANSIT 5B-4),26,27,2,4,4->36
4,37,TRANSIT 2A,EXPLORER 22,39,44,6,18,4->18->37
4,38,TRANSIT 2A,CALSPHERE 1,21,22,2,4,4->38
4,39,TRANSIT 2A,CALSPHERE 2,20,21,2,4,4->39
4,40,TRANSIT 2A,EXPLORER 25 (INJUN-4),39,40,2,4,4->40
4,41,TRANSIT 2A,OPS 6582 (TRANSIT 5E-5),1,8,8,2,4->2->41
4,42,TRANSIT 2A,OPS 6582 (TRANSIT 5B-5),40,43,4,47,4->47->42
4,43,TRANSIT 2A,TIROS 9,0,5,6,2,4->2->43
4,44,TRANSIT 2A,SECOR 3,26,33,8,22,4->22->44
4,45,TRANSIT 2A,GGSE 2,16,25,10,26,4->26->45
4,46,TRANSIT 2A,OPS 4988 (GREB 6),15,18,4,29,4->29->46
4,47,TRANSIT 2A,PORCUPINE 1,10,11,2,4,4->47
4,48,TRANSIT 2A,SOLRAD 7B,9,10,2,4,4->48
4,49,TRANSIT 2A,GGSE 3,19,20,2,4,4->49
5,0,SOLRAD 1 (GREB),VANGUARD 2,29,30,2,5,5->0
5,1,SOLRAD 1 (GREB),VANGUARD 3,49,52,4,6,5->6->1
5,2,SOLRAD 1 (GREB),EXPLORER 7,4,5,2,5,5->2
5,3,SOLRAD 1 (GREB),TIROS 1,21,22,2,5,5->3
5,4,SOLRAD 1 (GREB),TRANSIT 2A,2,7,6,25,5->48->25->4
5,6,SOLRAD 1 (GREB),COURIER 1B,22,23,2,5,5->6
5,7,SOLRAD 1 (GREB),EXPLORER 11,14,20,7,24,5->33->24->7
5,8,SOLRAD 1 (GREB),TRANSIT 4A,7,12,6,13,5->13->8
5,9,SOLRAD 1 (GREB),SOLRAD 3/INJUN 1,10,17,8,10,5->36->16->10->9
5,10,SOLRAD 1 (GREB),TIROS 3,10,15,6,16,5->36->16->10
5,11,SOLRAD 1 (GREB),TRANSIT 4B,22,25,4,6,5->6->11
5,12,SOLRAD 1 (GREB),TRAAC,10,17,8,16,5->36->16->12
5,13,SOLRAD 1 (GREB),TIROS 4,13,14,2,5,5->13
5,14,SOLRAD 1 (GREB),TIROS 5,7,12,6,13,5->13->14
5,15,SOLRAD 1 (GREB),FTV 3502,12,13,2,5,5->15
5,16,SOLRAD 1 (GREB),TIROS 6,10,13,4,36,5->36->16
5,17,SOLRAD 1 (GREB),ALOUETTE 1 (S-27),17,18,2,5,5->17
5,18,SOLRAD 1 (GREB),ANNA 1B,0,3,4,47,5->47->18
5,19,SOLRAD 1 (GREB),EXPLORER 16,19,23,5,41,5->41->19
5,20,SOLRAD 1 (GREB),TRANSIT 5B-1,13,14,2,5,5->20
5,21,SOLRAD 1 (GREB),RADIATION SAT (5E 1),7,8,2,5,5->21
5,22,SOLRAD 1 (GREB),TRANSIT 5B-2,13,16,4,13,5->13->22
5,23,SOLRAD 1 (GREB),TRANSIT 5E 3,34,39,6,0,5->0->23
5,24,SOLRAD 1 (GREB),TIROS 8,8,11,4,33,5->33->24
5,25,SOLRAD 1 (GREB),GGSE 1 (GGRS),2,5,4,48,5->48->25
5,26,SOLRAD 1 (GREB),SECOR 1B,0,1,2,5,5->26
5,27,SOLRAD 1 (GREB),SOLRAD 7A,14,15,2,5,5->27
5,28,SOLRAD 1 (GREB),GREB,7,8,2,5,5->28
5,29,SOLRAD 1 (GREB),OPS 3367 A,2,7,6,40,5->40->29
5,30,SOLRAD 1 (GREB),OPS 3367 B,7,12,6,13,5->13->30
5,31,SOLRAD 1 (GREB),OPS 4412 (TRANSIT 9),8,9,2,5,5->31
5,32,SOLRAD 1 (GREB),OPS 4467 A,22,23,2,5,5->32
5,33,SOLRAD 1 (GREB),OPS 4467 B,6,7,2,5,5->33
5,34,SOLRAD 1 (GREB),EXPLORER 20,0,1,2,5,5->34
5,35,SOLRAD 1 (GREB),COSMOS 44,23,24,2,5,5->35
5,36,SOLRAD 1 (GREB),OPS 5798 (TRANSIT 5B-4),10,11,2,5,5->36
5,37,SOLRAD 1 (GREB),EXPLORER 22,1,4,4,47,5->47->37
5,38,SOLRAD 1 (GREB),CALSPHERE 1,7,12,6,13,5->13->38
5,39,SOLRAD 1 (GREB),CALSPHERE 2,7,12,6,13,5->13->39
5,40,SOLRAD 1 (GREB),EXPLORER 25 (INJUN-4),26,27,2,5,5->40
5,41,SOLRAD 1 (GREB),OPS 6582 (TRANSIT 5E-5),7,8,2,5,5->41
5,42,SOLRAD 1 (GREB),OPS 6582 (TRANSIT 5B-5),16,19,4,2,5->2->42
5,43,SOLRAD 1 (GREB),TIROS 9,21,22,2,5,5->43
5,44,SOLRAD 1 (GREB),SECOR 3,10,13,4,36,5->36->44
5,45,SOLRAD 1 (GREB),GGSE 2,17,18,2,5,5->45
5,46,SOLRAD 1 (GREB),OPS 4988 (GREB 6),43,52,10,21,5->21->46
5,47,SOLRAD 1 (GREB),PORCUPINE 1,0,1,2,5,5->47
5,48,SOLRAD 1 (GREB),SOLRAD 7B,2,3,2,5,5->48
5,49,SOLRAD 1 (GREB),GGSE 3,5,6,2,5,5->49
6,0,COURIER 1B,VANGUARD 2,0,1,2,6,6->0
6,1,COURIER 1B,VANGUARD 3,42,43,2,6,6->1
6,2,COURIER 1B,EXPLORER 7,11,14,4,15,6->15->2
6,3,COURIER 1B,TIROS 1,14,15,2,6,6->3
6,4,COURIER 1B,TRANSIT 2A,16,21,6,8,6->8->4
6,5,COURIER 1B,SOLRAD 1 (GREB),22,23,2,6,6->5
6,7,COURIER 1B,EXPLORER 11,0,7,8,9,6->16->10->9->7
6,8,COURIER 1B,TRANSIT 4A,1,2,2,6,6->8
6,9,COURIER 1B,SOLRAD 3/INJUN 1,0,5,6,10,6->16->10->9
6,10,COURIER 1B,TIROS 3,0,3,4,16,6->16->10
6,11,COURIER 1B,TRANSIT 4B,23,24,2,6,6->11
6,12,COURIER 1B,TRAAC,34,37,4,16,6->16->12
6,13,COURIER 1B,TIROS 4,0,1,2,6,6->13
6,14,COURIER 1B,TIROS 5,3,4,2,6,6->14
6,15,COURIER 1B,FTV 3502,4,5,2,6,6->15
6,16,COURIER 1B,TIROS 6,0,1,2,6,6->16
6,17,COURIER 1B,ALOUETTE 1 (S-27),10,11,2,6,6->17
6,18,COURIER 1B,ANNA 1B,2,7,6,0,6->0->18
6,19,COURIER 1B,EXPLORER 16,8,13,6,10,6->16->10->19
6,20,COURIER 1B,TRANSIT 5B-1,8,11,4,16,6->16->20
6,21,COURIER 1B,RADIATION SAT (5E 1),39,42,4,41,6->41->21
6,22,COURIER 1B,TRANSIT 5B-2,8,9,2,6,6->22
6,23,COURIER 1B,TRANSIT 5E 3,5,6,2,6,6->23
6,24,COURIER 1B,TIROS 8,0,7,8,10,6->16->10->24
6,25,COURIER 1B,GGSE 1 (GGRS),16,21,6,8,6->8->25
6,26,COURIER 1B,SECOR 1B,0,1,2,6,6->26
6,27,COURIER 1B,SOLRAD 7A,2,7,6,10,6->16->10->27
6,28,COURIER 1B,GREB,5,10,6,5,6->5->28
6,29,COURIER 1B,OPS 3367 A,27,32,6,15,6->15->29
6,30,COURIER 1B,OPS 3367 B,8,9,2,6,6->30
6,31,COURIER 1B,OPS 4412 (TRANSIT 9),0,3,4,13,6->13->31
6,32,COURIER 1B,OPS 4467 A,18,19,2,6,6->32
6,33,COURIER 1B,OPS 4467 B,5,10,6,5,6->5->33
6,34,COURIER 1B,EXPLORER 20,28,31,4,43,6->43->34
6,35,COURIER 1B,COSMOS 44,18,19,2,6,6->35
6,36,COURIER 1B,OPS 5798 (TRANSIT 5B-4),8,11,4,16,6->16->36
6,37,COURIER 1B,EXPLORER 22,33,36,4,26,6->26->37
6,38,COURIER 1B,CALSPHERE 1,6,7,2,6,6->38
6,39,COURIER 1B,CALSPHERE 2,5,6,2,6,6->39
6,40,COURIER 1B,EXPLORER 25 (INJUN-4),15,18,4,14,6->14->40
6,41,COURIER 1B,OPS 6582 (TRANSIT 5E-5),0,1,2,6,6->41
6,42,COURIER 1B,OPS 6582 (TRANSIT 5B-5),11,14,4,8,6->8->42
6,43,COURIER 1B,TIROS 9,18,19,2,6,6->43
6,44,COURIER 1B,SECOR 3,0,3,4,16,6->16->44
6,45,COURIER 1B,GGSE 2,10,11,2,6,6->45
6,46,COURIER 1B,OPS 4988 (GREB 6),18,25,8,0,6->0->46
6,47,COURIER 1B,PORCUPINE 1,18,21,4,14,6->14->47
6,48,COURIER 1B,SOLRAD 7B,18,23,6,8,6->8->48
6,49,COURIER 1B,GGSE 3,5,8,4,41,6->41->49
7,0,EXPLORER 11,VANGUARD 2,26,33,8,28,7->28->0
7,1,EXPLORER 11,VANGUARD 3,7,11,5,9,7->9->1
7,2,EXPLORER 11,EXPLORER 7,1,6,6,24,7->24->2
7,3,EXPLORER 11,TIROS 1,56,61,6,15,7->29->15->3
7,4,EXPLORER 11,TRANSIT 2A,17,25,9,25,7->46->34->25->4
7,5,EXPLORER 11,SOLRAD 1 (GREB),3,8,6,24,7->24->5
7,6,EXPLORER 11,COURIER 1B,4,9,6,9,7->9->6
7,8,EXPLORER 11,TRANSIT 4A,26,30,5,33,7->33->8
7,9,EXPLORER 11,SOLRAD 3/INJUN 1,2,3,2,7,7->9
7,10,EXPLORER 11,TIROS 3,2,5,4,9,7->9->10
7,11,EXPLORER 11,TRANSIT 4B,56,61,6,15,7->29->15->11
7,12,EXPLORER 11,TRAAC,2,5,4,9,7->9->12
7,13,EXPLORER 11,TIROS 4,2,9,8,9,7->9->13
7,14,EXPLORER 11,TIROS 5,57,60,4,33,7->33->14
7,15,EXPLORER 11,FTV 3502,56,59,4,29,7->29->15
7,16,EXPLORER 11,TIROS 6,36,40,5,20,7->20->16
7,17,EXPLORER 11,ALOUETTE 1 (S-27),56,62,7,19,7->29->19->17
7,18,EXPLORER 11,ANNA 1B,6,15,10,21,7->21->18
7,19,EXPLORER 11,EXPLORER 16,56,60,5,29,7->29->19
7,20,EXPLORER 11,TRANSIT 5B-1,0,1,2,7,7->20
7,21,EXPLORER 11,RADIATION SAT (5E 1),25,26,2,7,7->21
7,22,EXPLORER 11,TRANSIT 5B-2,1,4,4,24,7->24->22
7,23,EXPLORER 11,TRANSIT 5E 3,25,28,4,33,7->33->23
7,24,EXPLORER 11,TIROS 8,0,1,2,7,7->24
7,25,EXPLORER 11,GGSE 1 (GGRS),17,23,7,34,7->46->34->25
7,26,EXPLORER 11,SECOR 1B,25,33,9,15,7->29->15->26
7,27,EXPLORER 11,SOLRAD 7A,0,1,2,7,7->27
7,28,EXPLORER 11,GREB,25,26,2,7,7->28
7,29,EXPLORER 11,OPS 3367 A,19,20,2,7,7->29
7,30,EXPLORER 11,OPS 3367 B,0,3,4,24,7->24->30
7,31,EXPLORER 11,OPS 4412 (TRANSIT 9),2,9,8,24,7->24->31
7,32,EXPLORER 11,OPS 4467 A,7,15,9,1,7->9->1->32
7,33,EXPLORER 11,OPS 4467 B,18,19,2,7,7->33
