0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.0,inf,inf,inf,inf,inf,inf,inf,1039.7147925785548,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,930.287528520808,inf,inf,inf,inf,inf,inf,1091.2946467103598,1544.7848320518162,inf,inf,inf,inf,inf,inf,1490.117019476026,1278.7337868671689,1435.973154761737,1447.6190302483708,inf,1564.6985250360538,inf,inf,inf,1079.8876909563621,inf,inf
inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,862.782774410562,inf,inf,inf,inf,inf,inf,inf,inf,1635.3280344653103,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,0.0,inf,inf,1179.0343676602874,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1401.4531238584955,inf,inf,1299.9020158765366,inf,inf,inf,1060.5703790196044,inf,inf,1687.4479963056017,inf,inf,1250.5800442336554,inf,1448.8554993508926,inf,inf,1096.0724413733976,inf,inf,inf,inf,1177.6012366435323,inf,1047.8043737132436,inf,inf,inf,inf,1198.997653170692,inf
inf,inf,inf,0.0,inf,inf,1155.213811032764,inf,inf,inf,inf,1207.8958046458813,inf,891.3678627894251,1277.6965760349235,inf,inf,1210.252634540484,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1435.4442705352265,inf,inf,inf,inf,inf,inf,inf,inf,inf,1194.198002770291,inf,1250.6689614849288,inf,1148.8900258193266,inf,inf,inf,inf
inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1217.527149499233,inf,inf,inf,955.6701095016808,inf,inf,inf,inf,1308.3627426993085,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1252.0578609886395
inf,inf,1179.0343676602874,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,943.3228738743903,inf,1381.4534184033487,inf,inf,inf,1225.2846565780906,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1676.5534208683966,inf,1249.6447220070045,inf,1219.7286335786641,inf,inf,inf,1697.3893502978678,1210.3873372937012,inf,1669.4757226326628,inf,1583.3706846816913,inf,1391.6172735805212,inf,1441.8232393640908
inf,inf,inf,1155.213811032764,inf,inf,0.0,inf,1093.765041883379,inf,inf,inf,inf,1058.6577420508313,inf,938.2470691857931,inf,inf,inf,inf,inf,inf,1304.1245339015597,inf,inf,inf,1346.5832184404169,inf,inf,inf,inf,inf,inf,inf,inf,1074.508561774924,inf,inf,878.8368454985899,1540.7718539001191,inf,inf,inf,1215.5701390678178,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1085.60230824298,inf,inf,inf,997.1074692828632,inf,inf,1156.2081163568187,inf,771.1225039759823,inf,inf,inf,1213.0001474490916,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1405.3494500496843,inf,inf,inf
1039.7147925785548,inf,inf,inf,inf,inf,1093.765041883379,inf,0.0,inf,inf,inf,inf,1065.5748402307186,1013.3647211185258,900.3778109384477,inf,inf,inf,inf,inf,inf,inf,1078.8484406366097,inf,inf,inf,inf,inf,inf,1449.5926192923698,inf,inf,inf,1045.838260652136,inf,inf,inf,inf,1204.909685527797,1509.7463076567844,inf,inf,inf,inf,754.1626079820142,inf,1352.2072593554885,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,1690.4005825790673,inf,1085.8365351354635,inf,inf,inf,inf,inf,inf,1335.088610164091,1576.7702575385044,inf,inf,1273.751927025647,inf,inf,inf,inf,inf,inf,1460.5475294216958,inf,inf,984.0509955701799,inf,inf,inf,inf,inf,1658.393441770995,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,1690.4005825790673,0.0,inf,1075.117633319756,inf,inf,inf,inf,inf,inf,1010.9059384461407,1634.280017683975,inf,inf,1142.0511129574193,inf,inf,inf,inf,inf,inf,1408.1085812248803,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1673.7721133738787,inf,inf,inf,inf,inf
inf,inf,inf,1207.8958046458813,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,1169.4574092806747,inf,1039.546497719218,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1222.5052383292189,inf,inf,1068.5552778076058,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,1085.8365351354635,1075.117633319756,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
