0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
3605.0331091901076,4785.347736598868,4915.798882370518,2841.8044030667106,inf,3387.1304713954673,2824.42677191415,inf,2683.2203223002066,inf,inf,3759.9568597696825,inf,0.0,4572.408793432278,2825.8544691640386,inf,3680.338752239545,inf,inf,inf,inf,2853.7417402595597,4432.684965833328,inf,inf,3564.888475186948,inf,inf,inf,4492.368337417984,4067.223867339449,inf,inf,inf,3285.950597030061,3352.025122483719,inf,3134.850642909888,3611.095550399356,inf,3052.757528702038,inf,3227.0762926926027,inf,4117.755224544992,inf,inf,inf,inf
4335.904068026525,3717.246648838231,inf,2900.3558952629223,inf,inf,3701.567789398271,inf,2962.480881469755,3922.752633657074,4067.301605109236,3982.3230622888836,4696.433790060605,4572.408793432278,0.0,4166.044187797942,2722.9645123781465,3633.8460194987474,inf,inf,inf,4688.720682316412,4046.7581800715766,3388.8057801293494,inf,inf,2810.1561722096176,inf,inf,inf,3026.8698489714916,inf,2588.215622087681,3512.4273490140736,3900.818296035861,2936.4526078758563,inf,inf,3092.3087337781685,2980.0350077631633,3345.313380929496,inf,inf,4695.657511211129,2940.82524147718,4647.796593272521,inf,3870.494548250674,inf,4844.01781531354
4953.065953577037,4865.453790869943,3574.6952485622096,4479.071572629649,inf,2556.176421361847,2855.9200692344048,inf,2666.954469544752,inf,inf,2681.024065580456,inf,2825.8544691640386,4166.044187797942,0.0,4537.479771230396,4336.182772892242,inf,2666.572820109564,2909.0103160153526,4890.423986623568,3836.3658839339187,4034.3234632896847,inf,inf,inf,4176.038549582378,inf,4212.7594788729175,4918.088522492369,3093.696479788577,inf,inf,inf,inf,3139.6438764783484,inf,3517.9254578717073,3586.649829242818,inf,3222.1991364543883,inf,4596.760629996796,4478.589030645633,4368.364235331911,inf,inf,inf,4939.696984713526
inf,3740.8356640737165,inf,inf,inf,inf,3661.2258137584417,inf,3577.9051900227496,inf,4185.5893115478875,3635.9746982733204,3889.198588169677,inf,2722.9645123781465,4537.479771230396,0.0,inf,inf,2935.5668228078675,3692.4874830315484,inf,2896.9787810862917,2903.0768005641016,inf,inf,inf,4798.964952153539,inf,inf,3034.496860413204,inf,inf,inf,inf,inf,3999.2253099415993,inf,2872.4977648772356,2685.257687883999,inf,4834.16565801712,inf,3278.105831927889,2456.3143762256054,inf,inf,inf,inf,inf
inf,4543.933475634888,4542.758414999425,3030.9344227838947,inf,2881.3679693513845,3454.0703952623758,inf,3679.3584446131717,inf,inf,2695.383544181775,inf,3680.338752239545,3633.8460194987474,4336.182772892242,inf,0.0,inf,4414.914898485084,inf,inf,2550.2392241506163,2568.031270086964,inf,inf,inf,inf,inf,3041.387690721346,2727.4946672401466,3353.4356609113092,4990.326262035639,inf,inf,4071.2049490407085,2920.799128071863,3322.966716131948,2915.3375062724,2666.294365437232,inf,4496.723103252286,4623.674908459293,inf,inf,1844.5021677351672,inf,inf,inf,inf
4845.824661663946,inf,3322.1835453213484,inf,4724.1443679198455,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,3604.9320128112254,inf,inf,4762.962119796041,inf,inf,3462.294862813267,inf,4248.58757717742,4898.490524605733,3454.768176352443,3338.068844497988,4899.112644646442,inf,2975.1652325778095,inf,3202.820722920056,inf,inf,inf,inf,2767.36536425702,inf,3049.1405205269084
inf,3582.617570020634,inf,4973.539619125108,inf,inf,inf,inf,inf,2789.0065568586097,2804.652433613742,inf,3341.7449544524784,inf,inf,2666.572820109564,2935.5668228078675,4414.914898485084,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,3774.4657372824904,inf,4595.432924616058,inf,inf,inf,inf,inf,inf,inf,inf,inf,3903.205876502443,inf,inf,3148.6186814152743,inf,inf,inf,inf,inf
inf,inf,4905.281218538357,inf,inf,3650.6306202915707,inf,2909.0118493921227,inf,2862.2796518168534,3237.6103908246196,inf,4953.310912727873,inf,inf,2909.0103160153526,3692.4874830315484,inf,inf,inf,0.0,inf,4994.666934937344,inf,3840.4308644171147,inf,inf,2151.915971733447,inf,inf,4907.1766863098455,2708.7855652255034,inf,inf,inf,inf,3104.5305443275297,3073.45458026384,inf,inf,inf,2913.0110107613214,4887.660718971035,2782.032236576432,2691.7246276040705,inf,4417.283141554324,inf,inf,inf
inf,inf,2786.8154510646254,inf,inf,2611.545161312747,inf,3998.8676245771053,inf,3545.9391025551704,inf,inf,inf,inf,4688.720682316412,4890.423986623568,inf,inf,inf,inf,inf,0.0,2360.959196232939,4323.479916182952,3412.4521438887864,inf,inf,inf,2171.5456316209807,inf,2915.7466914823513,2944.943306714439,inf,3052.687281859189,inf,inf,4010.7912545954932,2886.798913630719,3356.026021128689,3756.7407688379117,inf,3761.196338770665,inf,3098.117643862101,4933.103470716189,inf,2985.5481304646496,inf,inf,3925.0919569293974
3841.3750037892773,inf,3312.52665862315,4922.397657295134,4321.613621458642,inf,2840.3584285596853,inf,4649.23337446461,4670.777355032716,4358.478965383155,inf,inf,2853.7417402595597,4046.7581800715766,3836.3658839339187,2896.9787810862917,2550.2392241506163,inf,inf,4994.666934937344,2360.959196232939,0.0,inf,4586.618106268806,2811.493686976141,inf,inf,3298.643595321622,inf,3591.627807486336,inf,4309.192704735484,2946.766975149442,3993.450881885319,inf,inf,inf,3172.809842224155,4270.216740641688,4351.128109120582,inf,inf,3686.7726745821055,2821.642064829345,2910.8742787378196,inf,3754.1376969188464,2469.192326807676,2804.9547963046916
2935.366327464747,3319.6814310174195,inf,3836.4067344819196,4371.049938680334,inf,3711.919377798048,inf,2780.81750711175,2782.892083823057,3042.997717222884,inf,3925.0867446205157,4432.684965833328,3388.8057801293494,4034.3234632896847,2903.0768005641016,2568.031270086964,inf,inf,inf,4323.479916182952,inf,0.0,4934.183199812184,3284.785662813592,4547.58007826987,inf,4723.171104532922,inf,2513.4099475151006,inf,4326.558575817815,2702.7245343907884,2643.1713396834975,4683.128867457895,inf,inf,2737.5323161418723,1515.9808822969678,3638.428168233921,inf,inf,inf,2521.579196522685,3614.0309781379838,3944.02152569501,2760.342251201562,2962.0885629957716,3999.723507974866
inf,inf,inf,inf,inf,inf,inf,2854.131349106351,inf,3664.809996414185,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3840.4308644171147,3412.4521438887864,4586.618106268806,4934.183199812184,0.0,inf,inf,3434.7965751708675,4064.74713760716,3578.7714133681634,4046.9070438645726,inf,inf,3550.4126302523514,inf,inf,3423.573296678706,inf,4757.818930485371,4825.871000376222,inf,inf,inf,4282.69554984292,inf,inf,3850.5805682069395,inf,inf,inf
inf,inf,2909.2909113102983,inf,2343.573758114548,inf,inf,inf,3892.7973515127437,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2811.493686976141,3284.785662813592,inf,0.0,4968.271206801826,inf,inf,2730.495683715112,2990.8955381484,inf,inf,inf,2803.3708611862744,inf,2666.048968558002,inf,2801.3446021118284,2893.620978383432,4022.9516066428296,inf,inf,inf,inf,inf,inf,4727.2689014721955,2377.3083684922153,3149.977974876921
4264.623637946149,2460.6544994350415,inf,inf,4631.089578082322,4554.466619606848,2802.9252558450094,inf,4639.371393869537,4151.410435628381,inf,inf,inf,3564.888475186948,2810.1561722096176,inf,inf,inf,3604.9320128112254,inf,inf,inf,inf,4547.58007826987,inf,4968.271206801826,0.0,inf,inf,3824.2233456294102,inf,2694.963862833181,inf,inf,inf,4962.784402001229,inf,3539.523456374491,inf,inf,3597.813286584282,3457.509169276228,2799.3761068336576,4103.4415382075085,inf,4723.623191812745,inf,3029.303312120752,inf,inf
inf,inf,inf,inf,inf,4929.995734739435,inf,2703.6949835327737,inf,3695.369535721226,4269.108958344452,inf,inf,inf,inf,4176.038549582378,4798.964952153539,inf,inf,inf,2151.915971733447,inf,inf,inf,3434.7965751708675,inf,inf,0.0,inf,inf,inf,3917.5936039821254,inf,inf,inf,inf,3672.391203784676,4234.579343627398,inf,inf,inf,4356.043049841477,inf,3304.687410961285,3647.347684885114,inf,4134.70982666963,inf,inf,inf
inf,inf,3283.1616301184167,inf,inf,4122.443343914312,inf,4476.220175660735,inf,4549.452566584383,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2171.5456316209807,3298.643595321622,4723.171104532922,4064.74713760716,inf,inf,inf,0.0,inf,3448.20372533409,4692.226426288539,inf,2894.8288300639406,inf,inf,2815.9970250780448,4175.110299017446,4052.205930313549,4377.432218666787,inf,inf,inf,3266.118016835015,inf,inf,2581.534413920063,inf,inf,4396.288727463505
inf,4861.372593775634,inf,3361.380329623894,2728.2428102025133,inf,inf,2580.5717826669434,inf,inf,inf,3962.755054851967,inf,inf,inf,4212.7594788729175,inf,3041.387690721346,4762.962119796041,3774.4657372824904,inf,inf,inf,inf,3578.7714133681634,2730.495683715112,3824.2233456294102,inf,inf,0.0,inf,inf,3638.8332877612684,2607.7681115210303,3592.448506778288,2857.275901714478,inf,inf,inf,inf,2732.948522850928,inf,3468.7690005161307,inf,4886.023023238291,4398.10207702549,4183.664880755337,3071.5572086771817,3183.736387146798,inf
2765.889544553145,3278.6855318361017,inf,3652.3641790984093,4348.6206838416365,inf,3420.598699266918,inf,3118.403896149443,3049.7004086083975,3015.8779437945495,inf,4321.239871287079,4492.368337417984,3026.8698489714916,4918.088522492369,3034.496860413204,2727.4946672401466,inf,inf,4907.1766863098455,2915.7466914823513,3591.627807486336,2513.4099475151006,4046.9070438645726,2990.8955381484,inf,inf,3448.20372533409,inf,0.0,inf,3647.707103678598,2984.6853556694314,3314.7807995370504,4562.482752341016,inf,inf,1869.8404056847262,1850.3395306827947,3761.724285882808,inf,inf,inf,2861.487854559799,4025.676349240614,3940.1350097295694,2956.237542713745,2616.4876266553047,3057.8839303180885
3469.1226071281762,inf,3060.332595493822,3026.263757042369,inf,4203.32837605362,inf,inf,inf,inf,inf,4912.913664445145,inf,4067.223867339449,inf,3093.696479788577,inf,3353.4356609113092,inf,4595.432924616058,2708.7855652255034,2944.943306714439,inf,inf,inf,inf,2694.963862833181,3917.5936039821254,4692.226426288539,inf,inf,0.0,inf,inf,4929.708299023149,2530.9470507397273,4875.465036887063,4626.665745878523,inf,inf,4399.9932234455855,2498.4464824905535,inf,inf,inf,3212.8399823000773,inf,inf,inf,2597.3854407021427
4845.084334500144,3579.895157051306,4931.679474592839,4048.8053661314952,inf,3139.3980076202747,3913.1217941320324,inf,inf,inf,inf,3140.396855788581,inf,inf,2588.215622087681,inf,inf,4990.326262035639,3462.294862813267,inf,inf,inf,4309.192704735484,4326.558575817815,inf,inf,inf,inf,inf,3638.8332877612684,3647.707103678598,inf,0.0,inf,inf,3089.4498362059335,4293.705455827608,3363.819492974362,inf,4758.366356070593,3088.3404858932113,inf,3441.5104882597284,4662.754409661944,inf,4783.462632991992,inf,inf,inf,inf
inf,inf,2950.7419377725264,inf,inf,3956.0932327542255,inf,2724.6800452715115,3816.6081459957495,2435.151338667533,4388.238349510697,inf,4530.134761422434,inf,3512.4273490140736,inf,inf,inf,inf,inf,inf,3052.687281859189,2946.766975149442,2702.7245343907884,3550.4126302523514,inf,inf,inf,2894.8288300639406,2607.7681115210303,2984.6853556694314,inf,inf,0.0,inf,inf,3682.1250447763855,inf,2433.0378088253988,2634.977102373409,inf,inf,inf,2929.80336236106,inf,inf,4432.672468167719,inf,inf,3262.2613371998596
3609.126651905568,inf,4012.4417938241954,inf,2779.34995061942,2924.4226382697825,inf,inf,2753.109335985775,inf,inf,inf,inf,inf,3900.818296035861,inf,inf,inf,4248.58757717742,inf,inf,inf,3993.450881885319,2643.1713396834975,inf,2803.3708611862744,inf,inf,inf,3592.448506778288,3314.7807995370504,4929.708299023149,inf,inf,0.0,inf,inf,3606.6018144350214,3595.496966779817,3122.1798144191303,4426.368317916958,inf,inf,3140.386260451341,inf,inf,4369.978297162363,4959.865968305321,2709.466147714382,4571.747634127095
inf,3023.280109033405,inf,2974.297640926934,inf,3626.5809575585117,2682.680498927933,inf,inf,inf,inf,3090.5370687082254,inf,3285.950597030061,2936.4526078758563,inf,inf,4071.2049490407085,4898.490524605733,inf,inf,inf,inf,4683.128867457895,inf,inf,4962.784402001229,inf,inf,2857.275901714478,4562.482752341016,2530.9470507397273,3089.4498362059335,inf,inf,0.0,inf,3259.217410556884,inf,inf,3112.8733701204437,3660.982266247418,2750.806940316907,2726.996194188153,inf,3171.0173613877073,inf,inf,inf,inf
inf,inf,3453.875715117663,inf,3464.8793325957904,2921.948637759073,4965.5632780952255,inf,inf,inf,inf,inf,inf,3352.025122483719,inf,3139.6438764783484,3999.2253099415993,2920.799128071863,3454.768176352443,inf,3104.5305443275297,4010.7912545954932,inf,inf,3423.573296678706,2666.048968558002,inf,3672.391203784676,2815.9970250780448,inf,inf,4875.465036887063,4293.705455827608,3682.1250447763855,inf,inf,0.0,inf,inf,inf,inf,3819.060553362891,inf,3035.5161148215147,3504.0768787328775,2533.2129468595735,inf,inf,3271.4731862289063,4794.080076327391
inf,inf,4345.512812493039,4293.203005329317,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3322.966716131948,3338.068844497988,inf,3073.45458026384,2886.798913630719,inf,inf,inf,inf,3539.523456374491,4234.579343627398,4175.110299017446,inf,inf,4626.665745878523,3363.819492974362,inf,3606.6018144350214,3259.217410556884,inf,0.0,inf,inf,2962.3053066676384,inf,3898.3193752263614,inf,inf,3787.290359169924,inf,3158.579914963308,inf,3473.6095056303043
3164.479921037884,4370.1982676711705,inf,5009.834104622584,3793.50730994638,inf,2421.40962723892,inf,3185.469280104416,3592.7760289882162,3837.141536786077,inf,inf,3134.850642909888,3092.3087337781685,3517.9254578717073,2872.4977648772356,2915.3375062724,4899.112644646442,inf,inf,3356.026021128689,3172.809842224155,2737.5323161418723,4757.818930485371,2801.3446021118284,inf,inf,4052.205930313549,inf,1869.8404056847262,inf,inf,2433.0378088253988,3595.496966779817,inf,inf,inf,0.0,1248.293768887731,4214.880995066169,inf,inf,4829.321852669224,2648.6064197955106,2815.492166089444,4326.207250453576,3721.9251228704175,2579.6063130290554,2926.986041657805
2844.4046956714305,3851.271069601016,inf,4543.641058586883,4130.728724873186,inf,3078.884090748462,inf,2631.619731974262,3209.9755489917047,3421.214694387351,inf,4796.439651965451,3611.095550399356,2980.0350077631633,3586.649829242818,2685.257687883999,2666.294365437232,inf,inf,inf,3756.7407688379117,4270.216740641688,1515.9808822969678,4825.871000376222,2893.620978383432,inf,inf,4377.432218666787,inf,1850.3395306827947,inf,4758.366356070593,2634.977102373409,3122.1798144191303,inf,inf,inf,1248.293768887731,0.0,4127.977219208512,inf,inf,inf,2735.2498667665304,3032.467336651331,4181.836466109626,3385.502002357874,2577.8419931731673,3433.273887388703
3486.7425106131136,4793.843808466994,3871.9147214731884,4944.527496615603,3312.134285974769,3016.88761937497,inf,inf,3573.868912900449,inf,inf,4564.737392872632,inf,inf,3345.313380929496,inf,inf,inf,2975.1652325778095,inf,inf,inf,4351.128109120582,3638.428168233921,inf,4022.9516066428296,3597.813286584282,inf,inf,2732.948522850928,3761.724285882808,4399.9932234455855,3088.3404858932113,inf,4426.368317916958,3112.8733701204437,inf,2962.3053066676384,4214.880995066169,4127.977219208512,0.0,inf,3236.85234988728,3443.0096982930263,inf,inf,inf,2623.5624482020735,inf,inf
3008.5846006870956,inf,2853.601493893129,2771.1870229134324,inf,3016.0658959994503,3760.2909258764694,inf,4206.83963798257,inf,inf,3658.1007870916565,inf,3052.757528702038,inf,3222.1991364543883,4834.16565801712,4496.723103252286,inf,3903.205876502443,2913.0110107613214,3761.196338770665,inf,inf,inf,inf,3457.509169276228,4356.043049841477,inf,inf,inf,2498.4464824905535,inf,inf,inf,3660.982266247418,3819.060553362891,inf,inf,inf,inf,0.0,inf,inf,inf,4156.738512627554,inf,inf,inf,3205.524966952341
3685.498624475097,inf,3800.0474007075513,4271.693995796627,inf,inf,inf,inf,4625.573416726167,inf,inf,inf,inf,inf,inf,inf,inf,4623.674908459293,3202.820722920056,inf,4887.660718971035,inf,inf,inf,inf,inf,2799.3761068336576,inf,inf,3468.7690005161307,inf,inf,3441.5104882597284,inf,inf,2750.806940316907,inf,3898.3193752263614,inf,inf,3236.85234988728,inf,0.0,inf,inf,4864.800239574417,inf,4369.220951836551,inf,3189.56709152959
2966.9652159782167,4351.440254838449,2930.5742352288526,2718.677102912487,inf,3106.1507249781403,2936.041630981363,inf,4654.870074430181,inf,4915.299058909251,inf,inf,3227.0762926926027,4695.657511211129,4596.760629996796,3278.105831927889,inf,inf,inf,2782.032236576432,3098.117643862101,3686.7726745821055,inf,4282.69554984292,inf,4103.4415382075085,3304.687410961285,3266.118016835015,inf,inf,inf,4662.754409661944,2929.80336236106,3140.386260451341,2726.996194188153,3035.5161148215147,inf,4829.321852669224,inf,3443.0096982930263,inf,inf,0.0,2938.237996172887,inf,inf,3732.998768609768,4756.726872552422,2914.68639801783
inf,3605.153629536981,inf,inf,inf,inf,inf,inf,4294.187272077934,4902.631186377307,3569.1788856138696,4927.366630577694,3397.2394198927677,inf,2940.82524147718,4478.589030645633,2456.3143762256054,inf,inf,3148.6186814152743,2691.7246276040705,4933.103470716189,2821.642064829345,2521.579196522685,inf,inf,inf,3647.347684885114,inf,4886.023023238291,2861.487854559799,inf,inf,inf,inf,inf,3504.0768787328775,inf,2648.6064197955106,2735.2498667665304,inf,inf,inf,2938.237996172887,0.0,inf,inf,inf,inf,inf
3926.569513790622,inf,3949.4000324313965,2777.3210066260917,inf,3090.5535953940303,4202.789787099374,inf,2742.7051142832115,inf,inf,3641.369524225438,inf,4117.755224544992,4647.796593272521,4368.364235331911,inf,1844.5021677351672,inf,inf,inf,inf,2910.8742787378196,3614.0309781379838,inf,inf,4723.623191812745,inf,inf,4398.10207702549,4025.676349240614,3212.8399823000773,4783.462632991992,inf,inf,3171.0173613877073,2533.2129468595735,3787.290359169924,2815.492166089444,3032.467336651331,inf,4156.738512627554,4864.800239574417,inf,inf,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,3459.2722832156787,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,4417.283141554324,2985.5481304646496,inf,3944.02152569501,3850.5805682069395,inf,inf,4134.70982666963,2581.534413920063,4183.664880755337,3940.1350097295694,inf,inf,4432.672468167719,4369.978297162363,inf,inf,inf,4326.207250453576,4181.836466109626,inf,inf,inf,inf,inf,inf,0.0,inf,4548.667513958027,4170.524500913497
2776.57997257909,inf,4382.494702807386,inf,4172.708272863062,2935.74910843729,inf,inf,2829.456350542474,inf,inf,inf,inf,inf,3870.494548250674,inf,inf,inf,2767.36536425702,inf,inf,inf,3754.1376969188464,2760.342251201562,inf,4727.2689014721955,3029.303312120752,inf,inf,3071.5572086771817,2956.237542713745,inf,inf,inf,4959.865968305321,inf,inf,3158.579914963308,3721.9251228704175,3385.502002357874,2623.5624482020735,inf,4369.220951836551,3732.998768609768,inf,inf,inf,0.0,inf,inf
inf,inf,2640.715429789873,inf,3404.815796042942,4827.797923903719,inf,inf,3719.224060290893,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,2469.192326807676,2962.0885629957716,inf,2377.3083684922153,inf,inf,inf,3183.736387146798,2616.4876266553047,inf,inf,inf,2709.466147714382,inf,3271.4731862289063,inf,2579.6063130290554,2577.8419931731673,inf,inf,inf,4756.726872552422,inf,inf,4548.667513958027,inf,0.0,3217.271224609482
inf,inf,3772.02751429653,inf,2703.244172780953,2887.222802854867,inf,inf,4758.186626902136,inf,inf,inf,inf,inf,4844.01781531354,4939.696984713526,inf,inf,3049.1405205269084,inf,inf,3925.0919569293974,2804.9547963046916,3999.723507974866,inf,3149.977974876921,inf,inf,4396.288727463505,inf,3057.8839303180885,2597.3854407021427,inf,3262.2613371998596,4571.747634127095,inf,4794.080076327391,3473.6095056303043,2926.986041657805,3433.273887388703,inf,3205.524966952341,3189.56709152959,2914.68639801783,inf,inf,4170.524500913497,inf,3217.271224609482,0.0
