0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,942.8322925059991,inf,inf,inf,inf,inf,inf,1010.9059384461407,inf,inf,inf,1142.0511129574193,inf,inf,inf,inf,inf,inf,1369.7005471186285,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,834.9401710385293,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,998.4677899537801,inf,935.5622373767943,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1222.5052383292189,inf,inf,1068.5552778076058,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,908.6662488730713,942.8322925059991,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,793.1367956546097,inf,inf,983.1565072373825,inf,1065.5748402307186,inf,inf,inf,inf,0.0,inf,993.564267875563,inf,inf,inf,inf,inf,inf,1035.0042189047988,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,989.170601727611,inf,1469.3758411203385,inf,inf,inf,inf,inf,inf
inf,inf,inf,1198.4676947077685,inf,inf,inf,inf,920.521948703847,inf,inf,inf,inf,inf,0.0,inf,821.557527294929,inf,inf,inf,inf,inf,inf,1057.036048209356,inf,inf,989.4831278197422,inf,inf,inf,946.9970217755085,inf,879.8116624751734,inf,inf,1257.5986669477188,inf,inf,1079.5080901038068,1106.8314383700867,inf,inf,inf,inf,1221.8365945269798,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,943.3228738743903,938.2470691857931,inf,900.3778109384477,inf,inf,998.4677899537801,inf,993.564267875563,inf,0.0,inf,inf,inf,940.0588661393747,1136.1175712867305,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1305.8489680244475,inf,inf,inf,inf,inf,inf,inf,inf,inf,1153.7914938301144,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,821.557527294929,inf,0.0,inf,inf,786.1178119600974,inf,inf,1023.94435638959,1035.322391988556,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1006.7316185995053,1006.7507734699224,inf,inf,inf,inf,1318.6044439463783,inf,inf,inf,inf,inf
inf,inf,inf,883.5273903091635,inf,1186.6700769677814,inf,inf,inf,inf,inf,935.5622373767943,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,792.0273116479768,775.3521253758082,inf,inf,inf,inf,inf,1429.9638541400288,inf,inf,inf,inf,inf,inf,1282.0087562306348,inf,1270.9854289939144,1016.3159694544561,inf,inf,inf,inf,inf,790.3300196609902,inf,inf,inf,inf
inf,inf,1401.4531238584955,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1147.002773239903,inf,1364.1679732146522,inf,inf,inf,inf,1018.3011140997239,inf,1268.3539805372375
inf,inf,inf,inf,inf,inf,inf,inf,inf,1335.088610164091,1010.9059384461407,inf,inf,inf,inf,940.0588661393747,786.1178119600974,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,899.6973044538623,inf,inf,inf,inf,inf,inf,inf,1136.1175712867305,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,1072.9786847993357,inf,inf,inf,1058.213423635484,inf,inf,inf,inf,inf,inf,inf,inf,inf,1294.4267714375576,inf,1111.6079872468015,885.7520568592827,inf,inf,inf,inf,inf
inf,inf,1222.2695166404446,inf,inf,1127.1527014195215,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,844.5914353658263,inf,1081.1974983585758,inf,inf,inf,975.9846194690894,inf,1164.0038346897845,inf,inf,1241.748974669312,inf,inf,inf,1215.6768711995378,inf,inf,inf,inf,inf,inf,inf,inf,1335.2946828092558,inf,inf,inf
inf,inf,inf,inf,inf,inf,1244.3553167775017,inf,inf,inf,inf,inf,inf,1035.0042189047988,inf,inf,1023.94435638959,792.0273116479768,inf,inf,inf,844.5914353658263,0.0,inf,inf,1302.107881328083,inf,inf,inf,inf,inf,inf,inf,1239.886940790402,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1275.8842743866471,1494.4934871578548,inf,inf,761.9478599575261,1106.6691138177125
930.287528520808,inf,inf,inf,inf,inf,inf,inf,948.2868699176462,1176.1103848601902,1142.0511129574193,inf,inf,inf,1057.036048209356,inf,1035.322391988556,775.3521253758082,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,1372.1104508060043,inf,inf,905.3685702402383,1179.0723109946905,inf,inf,inf,inf,1419.7369625679191,inf,inf,inf,inf,838.5243982757015,inf,inf,1251.8030401132883,1477.7964365550547,inf
inf,inf,inf,inf,inf,inf,inf,762.1972275918167,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1081.1974983585758,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,1060.5703790196044,inf,1143.4650874887882,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1302.107881328083,inf,inf,0.0,inf,inf,inf,966.7436118373101,inf,inf,inf,inf,970.9108934694387,inf,839.6624928229277,inf,1189.2555108094296,1471.4311031191437,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,862.782774410562,inf,inf,inf,inf,1346.5832184404169,inf,inf,inf,inf,inf,inf,inf,989.4831278197422,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,747.4240513454902,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1162.323681115902,inf,inf,inf,inf,1256.1797199829912,inf,inf
inf,inf,inf,inf,inf,inf,inf,1073.229880095102,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1072.9786847993357,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,975.9846194690894,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,888.3880532065483,inf,inf,1144.7608666717178,inf,inf,inf,inf,inf,inf,1275.1189063691963,inf,inf,832.0402654865144,inf,inf,inf
inf,inf,inf,inf,955.6701095016808,inf,inf,771.1225039759823,inf,inf,inf,inf,inf,inf,inf,inf,inf,1429.9638541400288,inf,inf,inf,inf,inf,inf,inf,966.7436118373101,inf,inf,inf,0.0,inf,inf,inf,883.9057583896014,inf,891.454816499576,inf,inf,inf,inf,1166.740819456546,inf,inf,inf,inf,inf,inf,inf,inf,inf
952.5857698906705,inf,inf,inf,inf,inf,inf,inf,1334.178451275625,1345.0639739066064,1369.7005471186285,inf,inf,inf,946.9970217755085,inf,inf,inf,inf,inf,inf,1164.0038346897845,inf,1372.1104508060043,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,975.0238041858571,995.48090842056,inf,inf,inf,inf,1295.4421178308762,inf,inf,inf,893.7446587448596,1465.2901657762113
inf,inf,1250.5800442336554,1381.3801535460984,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1305.8489680244475,inf,inf,inf,inf,1058.213423635484,inf,inf,inf,inf,inf,747.4240513454902,inf,inf,inf,inf,0.0,inf,inf,inf,1158.1777583088415,inf,inf,inf,inf,inf,1429.8131960738253,inf,inf,inf,inf,inf,inf,inf,974.2222861734814
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1222.5052383292189,inf,inf,879.8116624751734,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,839.4121002368822,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,1361.5360828549944,inf,inf,inf,inf,1125.9135660262878,inf,866.1230087152192,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1241.748974669312,1239.886940790402,905.3685702402383,inf,inf,inf,inf,888.3880532065483,883.9057583896014,inf,inf,inf,0.0,inf,inf,inf,inf,906.0325670834134,833.8931009279346,inf,inf,inf,852.5495215005433,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,1261.2731544200203,1156.5249771698589,inf,inf,767.0088349560444,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1179.0723109946905,inf,970.9108934694387,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,1092.7815270682318,inf,inf,inf,inf,1173.6925174789674,inf
inf,inf,inf,inf,inf,inf,977.2269404367493,inf,inf,inf,inf,1068.5552778076058,inf,inf,1257.5986669477188,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,891.454816499576,inf,1158.1777583088415,839.4121002368822,inf,inf,0.0,inf,inf,inf,inf,inf,inf,1050.0172811786156,1027.531792594946,inf,1167.0842158004316,inf,inf,inf,inf
inf,inf,883.782247302642,inf,inf,1028.170333514582,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1282.0087562306348,inf,inf,inf,inf,inf,inf,inf,839.6624928229277,inf,inf,1144.7608666717178,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,1315.7818128583606,inf,969.5171455911329,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1215.6768711995378,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,1198.923217315281,inf,inf,inf,inf,inf,inf,inf,inf,inf
1460.9075186602568,inf,inf,inf,inf,inf,878.8368454985899,inf,inf,inf,inf,inf,inf,inf,1079.5080901038068,inf,1006.7316185995053,1270.9854289939144,inf,inf,inf,inf,inf,inf,inf,1189.2555108094296,inf,inf,inf,inf,975.0238041858571,inf,inf,906.0325670834134,inf,inf,inf,inf,0.0,1172.9450447685251,inf,inf,inf,inf,1290.655945258622,1268.54000166095,inf,inf,715.5064116693709,1343.6089258843215
1125.1944603078944,inf,inf,inf,inf,inf,1366.7253617040096,inf,1063.084987218074,inf,inf,inf,inf,inf,1106.8314383700867,inf,1006.7507734699224,1016.3159694544561,inf,inf,inf,inf,inf,1419.7369625679191,inf,1471.4311031191437,inf,inf,inf,inf,995.48090842056,inf,inf,833.8931009279346,inf,inf,inf,inf,1172.9450447685251,0.0,inf,inf,inf,inf,749.5702686636349,inf,inf,inf,1064.363623582983,inf
1351.7548061474508,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1147.002773239903,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1166.740819456546,inf,inf,inf,inf,inf,inf,inf,1198.923217315281,inf,inf,0.0,inf,inf,inf,inf,inf,inf,1198.7487552521284,inf,inf
1447.6190302483708,inf,925.6406283945521,908.4299247474637,inf,1210.3873372937012,inf,inf,inf,inf,inf,inf,inf,989.170601727611,inf,1153.7914938301144,inf,inf,inf,inf,1294.4267714375576,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1429.8131960738253,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1364.1679732146522,inf,inf,inf,inf,inf,inf,inf,1162.323681115902,inf,inf,inf,inf,inf,inf,inf,inf,1050.0172811786156,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf
inf,inf,1047.8043737132436,1118.6668085969977,inf,inf,1215.5701390678178,inf,inf,inf,inf,inf,inf,1469.3758411203385,inf,inf,inf,inf,inf,inf,1111.6079872468015,inf,inf,inf,inf,inf,inf,inf,1275.1189063691963,inf,inf,inf,inf,852.5495215005433,1092.7815270682318,1027.531792594946,1315.7818128583606,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1221.8365945269798,inf,1318.6044439463783,inf,inf,inf,885.7520568592827,inf,1275.8842743866471,838.5243982757015,inf,inf,inf,inf,inf,inf,1295.4421178308762,inf,inf,inf,inf,inf,inf,inf,1290.655945258622,749.5702686636349,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf
inf,inf,inf,917.4414204638173,inf,inf,inf,inf,754.1626079820142,inf,inf,inf,inf,inf,inf,inf,inf,790.3300196609902,inf,inf,inf,inf,1494.4934871578548,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1167.0842158004316,969.5171455911329,inf,1268.54000166095,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,1405.3494500496843,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1335.2946828092558,inf,inf,inf,inf,inf,inf,832.0402654865144,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf
1005.485664866772,inf,inf,inf,inf,1221.5974174975563,inf,inf,1283.1948049796326,inf,inf,inf,inf,inf,inf,inf,inf,inf,1018.3011140997239,inf,inf,inf,inf,1251.8030401132883,inf,inf,1256.1797199829912,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1198.7487552521284,inf,inf,inf,inf,inf,inf,0.0,inf,inf
inf,inf,1139.6092442048136,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,761.9478599575261,1477.7964365550547,inf,inf,inf,inf,inf,inf,893.7446587448596,inf,inf,inf,1173.6925174789674,inf,inf,inf,715.5064116693709,1064.363623582983,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf
inf,inf,inf,inf,1093.7726786109815,1376.8105809975814,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1268.3539805372375,inf,inf,inf,1106.6691138177125,inf,inf,inf,inf,inf,inf,inf,1465.2901657762113,974.2222861734814,inf,inf,inf,inf,inf,inf,1343.6089258843215,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0
