Satellite 1,Satellite 2,Distance
COSMOS,GLOBALSTAR,10697.56930583871
COSMOS,ONEWEB-0038,14382.38002108222
COSMOS,ONEWEB-0061,14889.730353210338
COSMOS,ONEWEB-0029,14881.018197077772
COSMOS,ONEWEB-0060,14900.648194453806
COSMOS,STARLINK-1355,12540.962135102362
COSMOS,KSM1-A,7416.595429453933
COSMOS,R2,9243.940080141443
COSMOS,KSM1-B,8749.350435736485
COSMOS,STARLINK-2109,12622.630385313989
COSMOS,STARLINK-1991,12683.353169089058
COSMOS,STARLINK-2569,12849.346826698495
COSMOS,ONEWEB-0395,14871.902870601847
COSMOS,STARLINK-3560,12939.718606376797
COSMOS,STARLINK-4505,12332.329935165333
COSMOS,STARLINK-4508,12739.215032287604
COSMOS,STARLINK-5304,3205.560190152839
COSMOS,ONEWEB-0627,14572.76996505845
COSMOS,STARLINK-6050,2251.0918363859037
COSMOS,STARLINK-6051,2792.9640943898467
COSMOS,STARLINK-30713,12272.354369678593
COSMOS,STARLINK-30795,2652.732047582568
COSMOS,STARLINK-30798,3769.50409581571
COSMOS,STARLINK-31068,4417.573966567499
COSMOS,STARLINK-31084,3163.3670849143946
COSMOS,STARLINK-31022,2786.283543319286
COSMOS,STARLINK-31977,3231.295930096137
COSMOS,STARLINK-11113,6845.110670758621
COSMOS,STARLINK-32445,12583.045081752229
COSMOS,STARLINK-32424,12619.986503034588
COSMOS,STARLINK-32709,12704.455587685832
COSMOS,SCOT-1,12035.17275980574
COSMOS,FLOCK,13701.299080823752
COSMOS,FLOCK,12933.477838885345
COSMOS,LOGSATS,13210.014636221887
COSMOS,STARLINK-11623,4327.786795688738
COSMOS,STARLINK-33580,13583.819047967409
COSMOS,STARLINK-33821,5103.970238645721
COSMOS,STARLINK-11741,3486.5213741581765
COSMOS,GLOBALSTAR,8605.699025826982
COSMOS,ONEWEB-0038,2446.5025374247157
COSMOS,ONEWEB-0061,4541.2956373036295
COSMOS,ONEWEB-0029,4446.541930994284
COSMOS,ONEWEB-0060,5189.627753684232
COSMOS,STARLINK-1355,2952.6187303799925
COSMOS,KSM1-A,10420.969054482435
COSMOS,R2,4121.153678902079
COSMOS,KSM1-B,4130.143228827525
COSMOS,STARLINK-2109,525.4245205205023
COSMOS,STARLINK-1991,1872.9938261317816
COSMOS,STARLINK-2569,2499.8131636359517
COSMOS,ONEWEB-0395,5701.025690950494
COSMOS,STARLINK-3560,2640.1936963210237
COSMOS,STARLINK-4505,1474.6043973346057
COSMOS,STARLINK-4508,778.7084495452157
