Satellite 1,Satellite 2,Distance
COSMOS,METEOR,13933.09270008895
COSMOS,INDEX,12763.558393369227
COSMOS,ONEWEB-0039,3669.374036576985
COSMOS,STARLINK-1244,2967.550609944579
COSMOS,STARLINK-1678,3062.389212343555
COSMOS,STARLINK-2030,6156.40264160166
COSMOS,ONEWEB-0197,3964.075512148963
COSMOS,GLOBAL-14,3051.931739670032
COSMOS,STARLINK-3664,2091.174496227149
COSMOS,STARLINK-3848,4701.37960851169
COSMOS,STARLINK-3871,1778.6364218506137
COSMOS,STARLINK-4091,3857.018410822097
COSMOS,STARLINK-4043,2576.2205814268464
COSMOS,STARLINK-4206,2408.114888765829
COSMOS,ONEWEB-0514,4152.020629311014
COSMOS,STARLINK-5439,2217.7031034744114
COSMOS,STARLINK-5609,12237.058330207754
COSMOS,STARLINK-5666,11785.75814209652
COSMOS,STARLINK-5823,13283.678527722897
COSMOS,STARLINK-6107,11469.147057862705
COSMOS,STARLINK-30132,11426.570213249362
COSMOS,STARLINK-6056,13683.400173483395
COSMOS,STARLINK-6028,13676.074994629445
COSMOS,STARLINK-6130,11405.813851829289
COSMOS,STARLINK-30242,11053.03638671553
COSMOS,STARLINK-31410,11439.659041503823
COSMOS,STARLINK-31964,11266.91413760801
COSMOS,PHISAT,3218.363310187104
COSMOS,STARLINK-11293,2907.42531322078
COSMOS,STARLINK-32748,10887.56077100531
COSMOS,STARLINK-11538,12376.899850778756
COSMOS,STARLINK-32804,11656.270039545157
COSMOS,STARLINK-32781,11558.16673013902
COSMOS,STARLINK-11558,10790.8671681831
COSMOS,LEMUR,5814.946212900826
COSMOS,STARLINK-33768,3828.8465907651434
METEOR,COSMOS,13933.09270008895
METEOR,COSMOS,13012.02755381863
METEOR,COSMOS,6291.795573874051
METEOR,INDEX,2483.415844871942
METEOR,ONEWEB-0039,14688.36317188899
METEOR,STARLINK-1244,11424.931498901859
METEOR,STARLINK-1678,12648.027395164603
METEOR,STARLINK-2030,9391.336192993966
METEOR,ONEWEB-0197,14660.6679179093
