Satellite 1,Satellite 2,Distance
COSMOS,USA,2667.6786401189784
COSMOS,IDEFIX/ARIANE,13518.016205501775
COSMOS,GLOBALSTAR,9783.137182849865
COSMOS,SICH,12723.589530961375
COSMOS,ONEWEB-0031,2300.6820470322
COSMOS,STARLINK-2493,3081.3878629884202
COSMOS,LEDSAT,5358.385666972789
COSMOS,ONEWEB-0446,2550.2779878193383
COSMOS,STARLINK-3721,3140.8994865251984
COSMOS,STARLINK-5381,12370.647405621932
COSMOS,STARLINK-5391,12179.195564583124
COSMOS,STARLINK-5328,14205.889568247378
COSMOS,STARLINK-5479,14219.160757558686
COSMOS,STARLINK-5833,14166.125231789068
COSMOS,STARLINK-6084,12731.869145214165
COSMOS,STARLINK-6114,12856.100073165024
COSMOS,STARLINK-6289,12431.94846362103
COSMOS,STARLINK-6281,12974.698666501125
COSMOS,STARLINK-30188,12356.679548614527
COSMOS,STARLINK-30780,12363.440357795325
COSMOS,STARLINK-31131,6913.160864806041
COSMOS,RAPTOR2,9139.504831274015
COSMOS,STARLINK-31590,12638.346124723084
COSMOS,STARLINK-31795,12592.162975258683
COSMOS,STARLINK-31873,12276.873163344388
COSMOS,STARLINK-31878,3822.478818514101
COSMOS,KINEIS-3E,3521.559210557968
COSMOS,ONEWEB-0689,3461.285357239336
COSMOS,STARLINK-32506,13185.58099267693
COSMOS,FLOCK,3790.408000302356
COSMOS,STARLINK-32794,11874.40773778609
COSMOS,STARLINK-32873,12915.47926072083
COSMOS,STARLINK-11539,12578.053432757826
COSMOS,USA,8366.014119610842
COSMOS,IDEFIX/ARIANE,9728.467712207957
COSMOS,GLOBALSTAR,1958.5897096311553
COSMOS,SICH,8361.758088417175
COSMOS,ONEWEB-0031,9394.454137311663
COSMOS,STARLINK-2493,6129.008464285617
COSMOS,LEDSAT,4474.106088473497
COSMOS,ONEWEB-0446,9411.127171755701
COSMOS,STARLINK-3721,5919.64652965207
COSMOS,STARLINK-5381,5414.653070639802
COSMOS,STARLINK-5391,6249.126834129808
COSMOS,STARLINK-5328,7385.233414838874
COSMOS,STARLINK-5479,7481.2630214447745
COSMOS,STARLINK-5833,6741.826441629238
COSMOS,STARLINK-6084,4661.428349381011
COSMOS,STARLINK-6114,4672.002049266871
COSMOS,STARLINK-6289,4484.498597082203
COSMOS,STARLINK-6281,4686.786613384467
COSMOS,STARLINK-30188,5385.765631783053
COSMOS,STARLINK-30780,5226.804264577629
COSMOS,STARLINK-31131,5874.095034692425
COSMOS,RAPTOR2,5997.307638856481
COSMOS,STARLINK-31590,4752.7797054575785
COSMOS,STARLINK-31795,5275.1360455745335
COSMOS,STARLINK-31873,6087.60106592107
COSMOS,STARLINK-31878,5659.859940379872
COSMOS,KINEIS-3E,8969.132658397431
COSMOS,ONEWEB-0689,9893.748699321082
COSMOS,STARLINK-32506,9572.889212899938
COSMOS,FLOCK,8636.841487783795
COSMOS,STARLINK-32794,6345.76958900319
