Satellite 1,Satellite 2,Distance
COSMOS,METEOR,4431.354076690118
COSMOS,TURKSAT,3703.718949411076
COSMOS,STARLINK-1423,6090.0035881195045
COSMOS,STARLINK-2117,6470.9030229235195
COSMOS,ONEWEB-0183,9191.216608807703
COSMOS,ONEWEB-0399,9977.638536849232
COSMOS,STARLINK-3660,7078.382032592645
COSMOS,STARLINK-3653,6513.241607171824
COSMOS,VIGORIDE-3,9310.600003048767
COSMOS,ION,3853.2756626320884
COSMOS,STARLINK-6085,7844.007187967944
COSMOS,STARLINK-6148,5996.985591372332
COSMOS,STARLINK-6147,6836.215474663545
COSMOS,STARLINK-30216,6281.860513277516
COSMOS,STARLINK-30867,7229.582821652391
COSMOS,STARLINK-31823,5259.868886646665
COSMOS,PICO-02H028,7214.023276896146
COSMOS,ICEYE-X47,6385.546560535978
COSMOS,STARLINK-32721,6427.656885905126
COSMOS,STARLINK-32724,9290.451351724429
COSMOS,STARLINK-32726,5803.503956096725
COSMOS,STARLINK-32723,8081.4530208557135
COSMOS,STARLINK-32841,5943.545884771227
COSMOS,STARLINK-11582,5390.41476035088
COSMOS,STARLINK-11576,8266.200615994443
COSMOS,STARLINK-34009,6112.957867664836
COSMOS,METEOR,9340.778804581923
COSMOS,TURKSAT,4805.1924691545255
COSMOS,STARLINK-1423,13005.38250000866
COSMOS,STARLINK-2117,13133.398184568292
COSMOS,ONEWEB-0183,15071.717280250747
COSMOS,ONEWEB-0399,15166.329672236703
COSMOS,STARLINK-3660,13308.77027104883
COSMOS,STARLINK-3653,13129.976436228895
COSMOS,VIGORIDE-3,5104.317387481817
COSMOS,ION,6387.169213791775
COSMOS,STARLINK-6085,4535.671845098918
COSMOS,STARLINK-6148,2809.2090646887777
COSMOS,STARLINK-6147,3460.5016993954773
COSMOS,STARLINK-30216,3240.752357604007
COSMOS,STARLINK-30867,3653.6118638449248
COSMOS,STARLINK-31823,3255.060961035308
COSMOS,PICO-02H028,11555.017081414639
COSMOS,ICEYE-X47,12555.486115937209
COSMOS,STARLINK-32721,12909.570132496632
COSMOS,STARLINK-32724,12848.706414908322
COSMOS,STARLINK-32726,12780.860565392413
COSMOS,STARLINK-32723,13021.485183661556
COSMOS,STARLINK-32841,12760.639894307973
COSMOS,STARLINK-11582,2943.576512811707
COSMOS,STARLINK-11576,7987.126606201075
COSMOS,STARLINK-34009,3007.945253556778
METEOR,COSMOS,4431.354076690118
METEOR,COSMOS,9340.778804581923
METEOR,COSMOS,8332.354956256195
METEOR,TURKSAT,6022.169798450682
METEOR,STARLINK-1423,4778.4573721303395
METEOR,STARLINK-2117,5714.989807461391
METEOR,ONEWEB-0183,6394.850767332701
METEOR,ONEWEB-0399,6972.971023194132
METEOR,STARLINK-3660,5960.7878794878425
METEOR,STARLINK-3653,5805.1258370675005
METEOR,VIGORIDE-3,9346.79360033423
METEOR,ION,3031.1011463745003
METEOR,STARLINK-6085,6680.671548393207
METEOR,STARLINK-6148,6613.44374987864
METEOR,STARLINK-6147,6643.960557725251
METEOR,STARLINK-30216,6574.493079880329
METEOR,STARLINK-30867,6742.974227856317
METEOR,STARLINK-31823,6706.8302729394345
METEOR,PICO-02H028,3735.7298705627345
METEOR,ICEYE-X47,5138.467044524154
METEOR,STARLINK-32721,4704.296000936838
METEOR,STARLINK-32724,5669.362221346694
METEOR,STARLINK-32726,5177.539827196256
METEOR,STARLINK-32723,5299.643021500152
METEOR,STARLINK-32841,4268.090826014176
METEOR,STARLINK-11582,6798.497310792618
METEOR,STARLINK-11576,5361.710614246309
METEOR,STARLINK-34009,7032.352475710325
COSMOS,METEOR,8332.354956256195
COSMOS,TURKSAT,3022.3183921618183
COSMOS,STARLINK-1423,10910.59519538604
COSMOS,STARLINK-2117,10894.406378815498
COSMOS,ONEWEB-0183,13654.150123082094
COSMOS,ONEWEB-0399,14026.237756961069
COSMOS,STARLINK-3660,11257.834652824376
COSMOS,STARLINK-3653,10882.758144064743
COSMOS,VIGORIDE-3,6709.295901566491
COSMOS,ION,5681.935764356631
COSMOS,STARLINK-6085,6789.988109477309
COSMOS,STARLINK-6148,4000.3623148809475
COSMOS,STARLINK-6147,5369.615960532687
COSMOS,STARLINK-30216,4680.403077426627
COSMOS,STARLINK-30867,5812.091333392638
COSMOS,STARLINK-31823,3177.0450365409133
COSMOS,PICO-02H028,10761.037331511874
COSMOS,ICEYE-X47,10583.040016985717
COSMOS,STARLINK-32721,11009.691753416786
COSMOS,STARLINK-32724,12464.739207459124
COSMOS,STARLINK-32726,10477.640678937873
COSMOS,STARLINK-32723,11848.331983645307
COSMOS,STARLINK-32841,10798.096112077052
COSMOS,STARLINK-11582,2694.069126723203
COSMOS,STARLINK-11576,9134.699695711412
COSMOS,STARLINK-34009,3526.745228785192
TURKSAT,COSMOS,3703.718949411076
TURKSAT,COSMOS,4805.1924691545255
TURKSAT,METEOR,6022.169798450682
TURKSAT,COSMOS,3022.3183921618183
TURKSAT,STARLINK-1423,9342.722004332814
TURKSAT,STARLINK-2117,9728.063934263393
TURKSAT,ONEWEB-0183,11972.792091663368
TURKSAT,ONEWEB-0399,12500.457140983573
TURKSAT,STARLINK-3660,10160.286065058684
TURKSAT,STARLINK-3653,9759.115589765635
TURKSAT,VIGORIDE-3,7631.009150638096
TURKSAT,ION,3761.4509897664193
TURKSAT,STARLINK-6085,5570.909892260001
TURKSAT,STARLINK-6148,2949.7861780283247
TURKSAT,STARLINK-6147,3967.6267286464413
TURKSAT,STARLINK-30216,3203.7514199059865
TURKSAT,STARLINK-30867,4504.515401969435
TURKSAT,STARLINK-31823,1742.3944555961934
TURKSAT,PICO-02H028,9107.982658551027
TURKSAT,ICEYE-X47,9389.520887177057
TURKSAT,STARLINK-32721,9494.657987982357
TURKSAT,STARLINK-32724,10937.132395842054
TURKSAT,STARLINK-32726,9155.39917027305
TURKSAT,STARLINK-32723,10455.480429397026
TURKSAT,STARLINK-32841,9090.625098195358
TURKSAT,STARLINK-11582,2782.574383154055
TURKSAT,STARLINK-11576,7732.709950592769
TURKSAT,STARLINK-34009,3879.497351150036
STARLINK-1423,COSMOS,6090.0035881195045
STARLINK-1423,COSMOS,13005.38250000866
STARLINK-1423,METEOR,4778.4573721303395
STARLINK-1423,COSMOS,10910.59519538604
STARLINK-1423,TURKSAT,9342.722004332814
STARLINK-1423,STARLINK-2117,1539.9993300196024
STARLINK-1423,ONEWEB-0183,3505.259890985857
STARLINK-1423,ONEWEB-0399,4637.870903469753
STARLINK-1423,STARLINK-3660,2108.5973860335152
STARLINK-1423,STARLINK-3653,1699.1355980110088
STARLINK-1423,VIGORIDE-3,12095.738366440833
STARLINK-1423,ION,6884.28301325503
STARLINK-1423,STARLINK-6085,11003.685401543287
STARLINK-1423,STARLINK-6148,10577.237483975681
STARLINK-1423,STARLINK-6147,10966.982988597585
STARLINK-1423,STARLINK-30216,10780.440113676505
STARLINK-1423,STARLINK-30867,11095.586612360883
STARLINK-1423,STARLINK-31823,10464.4516631708
STARLINK-1423,PICO-02H028,4174.700631835747
STARLINK-1423,ICEYE-X47,1782.989248200483
STARLINK-1423,STARLINK-32721,862.3024216345875
STARLINK-1423,STARLINK-32724,5819.8583686428665
STARLINK-1423,STARLINK-32726,1018.5480898888707
STARLINK-1423,STARLINK-32723,3618.775643648645
STARLINK-1423,STARLINK-32841,625.7961901822722
STARLINK-1423,STARLINK-11582,10116.523524750166
STARLINK-1423,STARLINK-11576,8956.107415444762
STARLINK-1423,STARLINK-34009,10285.296294104743
STARLINK-2117,COSMOS,6470.9030229235195
STARLINK-2117,COSMOS,13133.398184568292
STARLINK-2117,METEOR,5714.989807461391
STARLINK-2117,COSMOS,10894.406378815498
STARLINK-2117,TURKSAT,9728.063934263393
STARLINK-2117,STARLINK-1423,1539.9993300196024
STARLINK-2117,ONEWEB-0183,3958.097931564208
STARLINK-2117,ONEWEB-0399,4754.11549677822
STARLINK-2117,STARLINK-3660,922.6512712004072
