Satellite 1,Satellite 2,Distance
ONEWEB-0255,STARLINK-32619,2726.505896668625
ONEWEB-0255,STARLINK-32580,3348.419863978978
ONEWEB-0255,STARLINK-32617,12547.332430243092
ONEWEB-0255,TOMORROW-S3,5637.702025904187
ONEWEB-0255,TOMORROW-S5,9593.971881372283
ONEWEB-0255,STARLINK-33824,12102.716058255903
ONEWEB-0255,STARLINK-33870,12062.185331180246
STARLINK-32619,ONEWEB-0255,2726.505896668625
STARLINK-32619,STARLINK-32580,3451.819577097366
STARLINK-32619,STARLINK-32617,10098.889165325594
STARLINK-32619,TOMORROW-S3,3420.5566155422002
STARLINK-32619,TOMORROW-S5,7002.165156501576
STARLINK-32619,STARLINK-33824,9668.56090212088
STARLINK-32619,STARLINK-33870,9549.11718282001
STARLINK-32580,ONEWEB-0255,3348.419863978978
STARLINK-32580,STARLINK-32619,3451.819577097366
STARLINK-32580,STARLINK-32617,10762.027150561653
STARLINK-32580,TOMORROW-S3,6755.402581528654
STARLINK-32580,TOMORROW-S5,8071.435499995625
STARLINK-32580,STARLINK-33824,10005.85523297089
STARLINK-32580,STARLINK-33870,10194.740549343564
STARLINK-32617,ONEWEB-0255,12547.332430243092
STARLINK-32617,STARLINK-32619,10098.889165325594
STARLINK-32617,STARLINK-32580,10762.027150561653
STARLINK-32617,TOMORROW-S3,9788.618766373771
STARLINK-32617,TOMORROW-S5,4574.739503964736
STARLINK-32617,STARLINK-33824,2879.3632744780734
STARLINK-32617,STARLINK-33870,1860.6163650577234
TOMORROW-S3,ONEWEB-0255,5637.702025904187
TOMORROW-S3,STARLINK-32619,3420.5566155422002
TOMORROW-S3,STARLINK-32580,6755.402581528654
TOMORROW-S3,STARLINK-32617,9788.618766373771
TOMORROW-S3,TOMORROW-S5,6440.388112393244
TOMORROW-S3,STARLINK-33824,9508.346333757016
TOMORROW-S3,STARLINK-33870,9159.707334452227
TOMORROW-S5,ONEWEB-0255,9593.971881372283
TOMORROW-S5,STARLINK-32619,7002.165156501576
TOMORROW-S5,STARLINK-32580,8071.435499995625
TOMORROW-S5,STARLINK-32617,4574.739503964736
TOMORROW-S5,TOMORROW-S3,6440.388112393244
TOMORROW-S5,STARLINK-33824,3181.134164475189
TOMORROW-S5,STARLINK-33870,3167.408668581629
STARLINK-33824,ONEWEB-0255,12102.716058255903
STARLINK-33824,STARLINK-32619,9668.56090212088
STARLINK-33824,STARLINK-32580,10005.85523297089
STARLINK-33824,STARLINK-32617,2879.3632744780734
STARLINK-33824,TOMORROW-S3,9508.346333757016
STARLINK-33824,TOMORROW-S5,3181.134164475189
STARLINK-33824,STARLINK-33870,1228.0129104592197
STARLINK-33870,ONEWEB-0255,12062.185331180246
STARLINK-33870,STARLINK-32619,9549.11718282001
STARLINK-33870,STARLINK-32580,10194.740549343564
STARLINK-33870,STARLINK-32617,1860.6163650577234
STARLINK-33870,TOMORROW-S3,9159.707334452227
STARLINK-33870,TOMORROW-S5,3167.408668581629
STARLINK-33870,STARLINK-33824,1228.0129104592197
