Satellite 1,Satellite 2,Distance
COSMOS,CXBN,3365.5760302188824
COSMOS,ONEWEB-0020,11933.590258806862
COSMOS,STARLINK-1154,9803.074644900067
COSMOS,STARLINK-1271,9773.749090497759
COSMOS,STARLINK-1665,9759.999315562887
COSMOS,YAOGAN-30,2749.1316192806285
COSMOS,STARLINK-2113,9834.55340825697
COSMOS,STARLINK-2474,9909.929572612187
COSMOS,STARLINK-2475,9784.43840081029
COSMOS,STARLINK-3545,9796.128106314261
COSMOS,STARLINK-3692,9763.718982344943
COSMOS,STARLINK-3997,11144.70741480774
COSMOS,STARLINK-3809,9754.279046875074
COSMOS,STARLINK-4204,9771.353471910057
COSMOS,STARLINK-5451,9859.978653336375
COSMOS,STARLINK-5465,9891.934811884998
COSMOS,STARLINK-5399,9882.394351483561
COSMOS,STARLINK-5436,9779.886048835397
COSMOS,STARLINK-5388,2077.229352894138
COSMOS,STARLINK-5547,4393.788213849966
COSMOS,STARLINK-5665,2102.0110237999756
COSMOS,STARLINK-6095,2374.165535736197
COSMOS,STARLINK-30080,2883.4754074677758
COSMOS,STARLINK-30085,2946.9150527292
COSMOS,STARLINK-6141,3130.0525077740626
COSMOS,STARLINK-30363,1654.88367547879
COSMOS,STARLINK-30790,1013.5607595715678
COSMOS,STARLINK-30809,2406.696028168709
COSMOS,STARLINK-30847,3307.821551664808
COSMOS,STARLINK-30916,9826.534206524459
COSMOS,STARLINK-31147,976.3687162988684
COSMOS,STARLINK-31394,1908.1170392688136
COSMOS,STARLINK-11287,9683.812134795557
COSMOS,STARLINK-32799,1881.4211150362262
COSMOS,STARLINK-11567,1205.488225062463
COSMOS,STARLINK-11409,2989.9775716341323
COSMOS,STARLINK-33804,10009.177390030825
COSMOS,STARLINK-33750,9698.109337430984
COSMOS,STARLINK-33785,9882.49959587645
COSMOS,CXBN,12819.545377602433
COSMOS,ONEWEB-0020,2371.57010301387
COSMOS,STARLINK-1154,5641.950038165216
COSMOS,STARLINK-1271,5641.786594075368
COSMOS,STARLINK-1665,5335.18971685028
COSMOS,YAOGAN-30,10092.201512569025
COSMOS,STARLINK-2113,5876.153360637448
COSMOS,STARLINK-2474,5291.221502964315
COSMOS,STARLINK-2475,5062.264913219194
COSMOS,STARLINK-3545,5364.875510831517
COSMOS,STARLINK-3692,4868.717113552164
COSMOS,STARLINK-3997,1192.3658747589557
COSMOS,STARLINK-3809,4554.488397946859
COSMOS,STARLINK-4204,5868.429291024659
COSMOS,STARLINK-5451,6715.266290203567
COSMOS,STARLINK-5465,6788.372853360777
COSMOS,STARLINK-5399,6103.136485715121
COSMOS,STARLINK-5436,5756.966498330383
COSMOS,STARLINK-5388,9805.957728964215
COSMOS,STARLINK-5547,11604.084001392743
COSMOS,STARLINK-5665,12073.85878809687
COSMOS,STARLINK-6095,13137.77283938222
