Satellite 1,Satellite 2,Distance
ONEWEB-0558,STARLINK-32452,13362.588111216508
ONEWEB-0558,STARLINK-32450,13515.075996953325
ONEWEB-0558,HAWK-11C,11815.976736130868
ONEWEB-0558,FLOCK,2879.1318741467835
ONEWEB-0558,FLOCK,4087.5621922374207
ONEWEB-0558,STARLINK-11602,12394.924762593033
ONEWEB-0558,STARLINK-11617,12014.264047941786
ONEWEB-0558,STARLINK-33882,4605.019216597618
ONEWEB-0558,STARLINK-33642,13192.0003135343
ONEWEB-0558,STARLINK-34184,13831.985532606659
STARLINK-32452,ONEWEB-0558,13362.588111216508
STARLINK-32452,STARLINK-32450,557.3487063593371
STARLINK-32452,HAWK-11C,8589.659914709555
STARLINK-32452,FLOCK,11212.797011582725
STARLINK-32452,FLOCK,9789.278890341666
STARLINK-32452,STARLINK-11602,5821.605888843036
STARLINK-32452,STARLINK-11617,5435.345169203758
STARLINK-32452,STARLINK-33882,10188.041619397774
STARLINK-32452,STARLINK-33642,819.8967367361466
STARLINK-32452,STARLINK-34184,6560.455672494989
STARLINK-32450,ONEWEB-0558,13515.075996953325
STARLINK-32450,STARLINK-32452,557.3487063593371
STARLINK-32450,HAWK-11C,9089.732611193836
STARLINK-32450,FLOCK,11448.241777660834
STARLINK-32450,FLOCK,10031.210443958129
STARLINK-32450,STARLINK-11602,6093.482201666142
STARLINK-32450,STARLINK-11617,5903.105853777215
STARLINK-32450,STARLINK-33882,10234.196409105512
STARLINK-32450,STARLINK-33642,1348.197356076891
STARLINK-32450,STARLINK-34184,7042.708395820677
HAWK-11C,ONEWEB-0558,11815.976736130868
HAWK-11C,STARLINK-32452,8589.659914709555
HAWK-11C,STARLINK-32450,9089.732611193836
HAWK-11C,FLOCK,9060.851821264134
HAWK-11C,FLOCK,8314.13925991199
HAWK-11C,STARLINK-11602,5403.239827272276
HAWK-11C,STARLINK-11617,3360.845292724644
HAWK-11C,STARLINK-33882,10445.03470539102
HAWK-11C,STARLINK-33642,8065.454395625681
HAWK-11C,STARLINK-34184,3361.1002221576186
FLOCK,ONEWEB-0558,2879.1318741467835
FLOCK,STARLINK-32452,11212.797011582725
FLOCK,STARLINK-32450,11448.241777660834
FLOCK,HAWK-11C,9060.851821264134
FLOCK,STARLINK-11602,10153.7631747124
FLOCK,STARLINK-11617,9394.337506563144
FLOCK,STARLINK-33882,4459.041118489207
FLOCK,STARLINK-33642,10935.16435094229
FLOCK,STARLINK-34184,11146.304257823629
FLOCK,ONEWEB-0558,4087.5621922374207
FLOCK,STARLINK-32452,9789.278890341666
FLOCK,STARLINK-32450,10031.210443958129
FLOCK,HAWK-11C,8314.13925991199
FLOCK,STARLINK-11602,9221.158070778101
FLOCK,STARLINK-11617,8307.206874256679
FLOCK,STARLINK-33882,4429.650777075847
FLOCK,STARLINK-33642,9491.1666189166
FLOCK,STARLINK-34184,10118.146763361581
STARLINK-11602,ONEWEB-0558,12394.924762593033
STARLINK-11602,STARLINK-32452,5821.605888843036
STARLINK-11602,STARLINK-32450,6093.482201666142
STARLINK-11602,HAWK-11C,5403.239827272276
STARLINK-11602,FLOCK,10153.7631747124
STARLINK-11602,FLOCK,9221.158070778101
STARLINK-11602,STARLINK-11617,2853.995041331862
STARLINK-11602,STARLINK-33882,9080.418908441969
STARLINK-11602,STARLINK-33642,5823.813944300837
STARLINK-11602,STARLINK-34184,3853.884944356044
STARLINK-11617,ONEWEB-0558,12014.264047941786
STARLINK-11617,STARLINK-32452,5435.345169203758
STARLINK-11617,STARLINK-32450,5903.105853777215
STARLINK-11617,HAWK-11C,3360.845292724644
STARLINK-11617,FLOCK,9394.337506563144
STARLINK-11617,FLOCK,8307.206874256679
STARLINK-11617,STARLINK-11602,2853.995041331862
STARLINK-11617,STARLINK-33882,9533.941039929276
STARLINK-11617,STARLINK-33642,5036.023948054913
STARLINK-11617,STARLINK-34184,2040.0201497813184
STARLINK-33882,ONEWEB-0558,4605.019216597618
STARLINK-33882,STARLINK-32452,10188.041619397774
STARLINK-33882,STARLINK-32450,10234.196409105512
STARLINK-33882,HAWK-11C,10445.03470539102
STARLINK-33882,FLOCK,4459.041118489207
STARLINK-33882,FLOCK,4429.650777075847
STARLINK-33882,STARLINK-11602,9080.418908441969
STARLINK-33882,STARLINK-11617,9533.941039929276
STARLINK-33882,STARLINK-33642,10243.502013735735
STARLINK-33882,STARLINK-34184,11502.538715400698
STARLINK-33642,ONEWEB-0558,13192.0003135343
STARLINK-33642,STARLINK-32452,819.8967367361466
STARLINK-33642,STARLINK-32450,1348.197356076891
STARLINK-33642,HAWK-11C,8065.454395625681
STARLINK-33642,FLOCK,10935.16435094229
STARLINK-33642,FLOCK,9491.1666189166
STARLINK-33642,STARLINK-11602,5823.813944300837
STARLINK-33642,STARLINK-11617,5036.023948054913
STARLINK-33642,STARLINK-33882,10243.502013735735
STARLINK-33642,STARLINK-34184,6130.462314845801
STARLINK-34184,ONEWEB-0558,13831.985532606659
STARLINK-34184,STARLINK-32452,6560.455672494989
STARLINK-34184,STARLINK-32450,7042.708395820677
STARLINK-34184,HAWK-11C,3361.1002221576186
STARLINK-34184,FLOCK,11146.304257823629
STARLINK-34184,FLOCK,10118.146763361581
STARLINK-34184,STARLINK-11602,3853.884944356044
STARLINK-34184,STARLINK-11617,2040.0201497813184
STARLINK-34184,STARLINK-33882,11502.538715400698
STARLINK-34184,STARLINK-33642,6130.462314845801
