Satellite 1,Satellite 2,Distance
OPS,COSMOS,1246.0466730217684
OPS,IRIDIUM,13862.268706254194
OPS,MUNIN,768.4672597360342
OPS,RUBIN,1960.9156418769705
OPS,SMDC,13166.79514870245
OPS,LEMUR,2782.056647989905
OPS,LEMUR,2523.1594717783028
OPS,STARLINK-1021,11780.418376998654
OPS,STARLINK-2104,3159.7936571658174
OPS,STARLINK-2543,4870.939982109682
OPS,ONEWEB-0456,797.4250492040846
OPS,STARLINK-4189,2439.44635471763
OPS,STARLINK-4201,2956.281652184819
OPS,STARLINK-4198,2250.207770110741
OPS,STARLINK-5415,2167.789035133507
OPS,STARLINK-5408,2570.6754888634323
OPS,STARLINK-4643,11911.8852206565
OPS,STARLINK-5622,12045.32743180157
OPS,STARLINK-6082,12456.66332960576
OPS,STARLINK-4774,12326.671305368325
OPS,STARLINK-5375,12169.031206904754
OPS,STARLINK-6272,12418.591376134791
OPS,LONGJIANG,12151.439526779772
OPS,STARLINK-30373,7472.898937532624
OPS,STARLINK-30783,11835.489082825088
OPS,STARLINK-31087,12545.605045504777
OPS,STARLINK-31139,9078.040145209614
OPS,STARLINK-31106,12141.174617763358
OPS,STARLINK-31270,12349.567430267402
OPS,STARLINK-31297,12276.3560369885
OPS,STARLINK-32318,11972.859451024613
OPS,USA,12315.66683927821
OPS,USA,11744.622962910482
OPS,STARLINK-32809,11678.147332633162
OPS,STARLINK-11564,11964.989204351039
OPS,STARLINK-11555,12108.682845972058
OPS,STARLINK-32906,13619.171939454938
OPS,STARLINK-33668,11461.50254353297
OPS,STARLINK-33751,12263.994972021588
OPS,COSMOS,2268.5064477704896
OPS,IRIDIUM,13629.22275926791
OPS,MUNIN,2492.784202051901
OPS,RUBIN,347.8515411402574
OPS,SMDC,13041.498538269023
OPS,LEMUR,4301.9481475708635
OPS,LEMUR,4328.41965417592
OPS,STARLINK-1021,11010.147032869427
OPS,STARLINK-2104,5016.4853818943175
OPS,STARLINK-2543,6777.452175845982
OPS,ONEWEB-0456,2719.8612958115527
OPS,STARLINK-4189,4156.366762497894
OPS,STARLINK-4201,4788.995957293902
OPS,STARLINK-4198,3645.1088328221367
OPS,STARLINK-5415,3626.744064048572
OPS,STARLINK-5408,4374.694241356772
OPS,STARLINK-4643,11898.327038523192
OPS,STARLINK-5622,11730.781125143538
OPS,STARLINK-6082,12788.330363086496
OPS,STARLINK-4774,12682.127842790762
OPS,STARLINK-5375,12361.824349950226
OPS,STARLINK-6272,12863.233395420708
OPS,LONGJIANG,11750.118032282639
OPS,STARLINK-30373,7007.984976035685
OPS,STARLINK-30783,11769.881838323692
OPS,STARLINK-31087,12973.868491514513
OPS,STARLINK-31139,8053.330843974928
OPS,STARLINK-31106,12384.678756123967
OPS,STARLINK-31270,12636.317547980256
OPS,STARLINK-31297,12578.781623337309
OPS,STARLINK-32318,11751.385875657434
OPS,USA,12846.842400426127
OPS,USA,11669.006433164666
OPS,STARLINK-32809,11530.987485559428
OPS,STARLINK-11564,12109.5950633553
OPS,STARLINK-11555,12329.94355908876
OPS,STARLINK-32906,13139.113786979302
OPS,STARLINK-33668,11483.00300150086
OPS,STARLINK-33751,12905.134232450775
COSMOS,OPS,1246.0466730217684
COSMOS,OPS,2268.5064477704896
COSMOS,IRIDIUM,13594.10331780585
COSMOS,MUNIN,1177.2546300467818
COSMOS,RUBIN,1967.2417010786442
COSMOS,SMDC,13048.293962766202
COSMOS,LEMUR,2387.5598262003705
COSMOS,LEMUR,2141.049812883249
COSMOS,STARLINK-1021,11180.842438628457
COSMOS,STARLINK-2104,3250.376216838242
COSMOS,STARLINK-2543,5005.469535361553
COSMOS,ONEWEB-0456,1201.7622125006174
COSMOS,STARLINK-4189,2455.7079892186525
COSMOS,STARLINK-4201,3534.9234184803554
COSMOS,STARLINK-4198,1856.100368376274
COSMOS,STARLINK-5415,1951.771389366275
COSMOS,STARLINK-5408,3036.2703935976724
COSMOS,STARLINK-4643,11679.900293686702
COSMOS,STARLINK-5622,11564.831758002638
COSMOS,STARLINK-6082,12241.543003651253
COSMOS,STARLINK-4774,12263.13600604046
